id,ind_text,tgt_text
indolem-train-3108,Inisiatif untuk memfasilitasi air aqua dan utilities serta snack dari penjaganya masih kurang. Alangkah lebih baiknya jika diberikan tanpa direquest.,Pengertian utuk murus biyoa kmasan ngen kperluan i o kulo kêkucêp(snack) kuni dê jmago gi ku ang.seharusnê lêbiak baik nêlêi coa perlu nêsên.
indolem-train-2839,"Kamar bersih, AC tidak dingin, tidak disediakan snack dan peralatan mandi, hanya ada sikat gigi. Setelah minta, baru diantarkan.","Bilik bersih,AC coa sêngok, coa sêndio Kêkucêp(snack) ngen kracok mêndai, Cuma ade bros epen,pas sudo minoi,baru nêmbês."
emot-train-876,"TETAP SEMANGAT SAYANG-SAYANGKUH :) meskipun ku lebih banyak gegoleran di rumah ngetawain/nangisin kalian, ku kan slalu mendukungmu daam menyayangimu",Tep smangat sayang-sayangku :) kadéak uku dau gégulek nak daséi tmawai/mindoi udi.uku gi trus dmukung ngen smayang ko
emot-train-1146,"[USERNAME] Iyaa nci .. kdg suka mikir klo hidup dh pngen yg Macam2, emg esok2 msh dikasih nafas sama Allah? Mudahan kita sllu dilindungi aaamiiinnn",". [USERNAME] au nci .. tétiko galok peker idup lok dé mémécém, auba memén gimasiak Allah méléi nafas? Mugo ité selalu Simelindung Aaamiiinnn"
indolem-train-828,"@FamilyRANS_FC: """"happy birthday RANS"""" untuk aa @raffiahmadlagi dan mba @lady6igi  #janjisuciRANS","@KluargoRANS_FC: """"happy birthday RANS"""" utuk bang @raffiahmadigai ngen yuk @lady6igi #janjisuciRANS "
indolem-train-2270,"Kondisi toilet kurang bersih, closet rusak dan lingkungan berisik","Keadaan wc(toilet) ku ang bersih,kloset usak ngen glung yo ribut"
emot-train-1406,"Ikhlaskan saja mereka yg terus menghujat dan menyakitimu. Karena walau mereka memakai ayat untuk pembenaran tindakannya, kau pakai saja ayat ayat Tuhan untuk focus memperbaiki diri ke depan",Nêikhlas bae têbo o dê mimok ngen mgis ko.kerno kadêak têbo o makêi ayat utuk mbênêa gawenê  ko makêi bae ayat-ayat Tuhan utuk pokus mbaik awok dewek moi muko nê
emot-train-946,Diyana sakid Hati. Ia menggerogoti pensil untuk menghilangkan kesedihannha.,Diyana gis atêi. Si mêngêt peser utuk mêlnyêp kesedihannê.
emot-train-1391,HIBUR GUE PLIS HIBUR GUE JUSTIN ASTAGA GUE BERHARAP KEMAREN CUMA RUMOR GUE BAHKAN BERHARAP BUKAN HAILEY PEREMPUANNYA walaupun gue tau faktanya mereka udah tunangan,HIBUR UKU AU HIBUR UKU JUSTIN ASTAGA UKU MaêP LêBêAK CUMA ISU UKU MINOI ISO HAILEY SLAWêINê walaupun uku namên têbo o bi tunang
emot-train-2484,"Miris : Menciptakan 'karya' dengan susah payah yang menguras pikiran,tenaga,waktu dan materi,... KALAH oleh oknum yg menjiplak dan/atau sekedar terima beres memanfaatkan karya orang lain dengan gimmik dan sensasi. Gimana menurut [USERNAME] ??","Ibo : Ncipto ‘karyo’bi pêpayêak ngen kmuras pekeran,tnago,waktu materi kulo,... Alêak ngen oknum dê tmirau jano skedar tmimo beres gmuno karyo tun luyên ngen gimmik, sensasi kulo.Awêi ipê mnurut [USERNAME] ?? "
indolem-train-442,Ehhh aa raffi masukk pake baju gitu.. Hahah lucu.. #blusukan,Ehhh abang Raffi masuk oakêi bajau barêak o..Hahah lucu.. #blusukan 
emot-train-2539,Terimakasih Tuhan u segala berkah yg Engkau limpahkan dlm hidupku. Cinta yg nyata dr MU senantiasa menyertaiku setiap langkahku. Hari ini sungguh aku bahagia. Krn Tuhan pertemukan aku dg org2 yg baik.. [URL],Mokasiak Tuhan utuk sgalo berkah dé ko méléi lém idupku. Cito dé nyato kuni Nu snantiaso menyerto tip lakéakku. Bilai yo uku kémbiak snang. Kerno Tuhan témau uku ngen tun2 baik.. [URL]
emot-validation-439,aku rasa hidup tanpa jiwa orang yang miskin atau kaya sama ganasnya terhadap harta bagai binatang di dalam rimba (nocturno) #falsong,Asaiku idup coa ade jiwo tun dê peset jano kayo srai ganasnê ngen harto awêi bnatang nak lêm imbo(nocturno) #falsong 
emot-validation-55,"Terkadangg kalo ada yg lapor ke pihak berwajib jawabnya "" alah cm dipegang, alah kamu nikmatin kan, alah cuma dipanggil, salah siapa pakai baju sexy "" please, kita punya hak atas diri dan tubuh kita, emang kalo situ ngaceng gara2 liat kita pake baju sexy itu salah kita ?","Têtiko amên ade dê mlapor moi plisi jawabnê “ala Cuma nêgong,ala ko mêding baik kulo ba,ala Cuma ndêu,salêak api makêi bajau seksi” tulung ba ,itê ade hok dirai ngen awok tê,memang amên do o mêcang kêliak itê pakêi bajau seksi o salêak itê ?"
indolem-train-1433,"desainnya suka bali bgt, makanan murah tapi lumayan lama sampainya, dan wc nya agak serem sih dan kotor juga wc nya pasir dimana2. pw sih tapi hotelnya buat santai2 di kursi depan","Desainné Bali nién,kékmuk mudéak tapi an sapéi né,wc né agok mnyabén ba ngen ngéi kulo ade bnéi nak ipé2.jijai ba hotelné utuk santai2 nak kérsai muko"
emot-test-94,"Cinta pandangan hati adalah anugerah. Cinta yang tumbuh dari hati meninggalkan rasa sayang yang sangat mendalam. Bila seseorang dapat merasakan cinta yang tumbuh dari hati, itulah yang disebut cinta sejati.","Cito pandangan atêi do o anugerah,cito dê timoa kuni atêi têmingêa asai sayang paling lêm.Amên tun nam mêding cito dê timoa kuni atêi,do o ba dê têkadêak cito sejati."
emot-train-1482,rada' ksel juga ya stiap mau expo pasti h-1 yg dpnya klo gt mah boro' mau brangkat psen tiket aja mals . atau nggak yg gni * udahh d malang beb aku isi ya dp skrg * rasanya pngen gw jotosin palanya .,"Agok kêsal kulo gi tip lok expo pasti H-do dê dapêt nê amên coa i o mêak maêp lok brakat mêsên tiket,amên coa dê dio* bi nak Malang sayang uku misai dp uyo au*asai lok ku têminjau ulau nê."
emot-train-1778,"Aku hanyalah ciptaan tuhan, bukan superhero apalagi malaikat. Aku hanya bisa melakukan apa yang aku lakukan dek. Itulah aku, anak nomor tiga yang murah hati, dan aku mohon semoga kamu cepat tau dek","Uku Cuma ciptoan Tuhan,iso si superhero ipê igai malaikat.Uku Cuma nam mênêa jano dê nam ku mênêa suak.do o ba uku,anok nomor têlau dê muêak atêi,ngen uku minoi smugo ko gacang namên suak"
emot-test-233,"Hm, agak gimana gitu ya liat orang2 yg against Via Vallen. Karena dimana2 pelecehan ya pelecehan, mau verbal atau fisik. Jadi inget pernah digituin juga... Hmm","Hm, agok awêi ipê gi kêmliak tun dau o dê mêlawên Via Vallen. kerno nak ipê2 pelecehan o pelecehan ba, lok si verbal atau fisik. jijai tingêt pêrnêak nêa i o kulo...Hmm"
indolem-train-570,Siapa tak suka kan pergi tempat macam ni dengan cinta hati ?,Api coa galok lalau moi pnan awêi yo ngen cito atêi ?
indolem-train-1502,"Sangat kecewa !!!! .... Receptionis Marah2 ke Orang Tua, tidak sopan menjelaskan, service room tidak ada, Room BAU, Memaksa bayar lebih untuk pindah room.  Disappointed ... !!!!","Keciwo nyên!!!!....Recepsionis mêmêngiak ngen tun tuai, coa sopan jêmlasnê,dê mêrsih bilik coa si, bilik kêmon, makso masêbiak utuk baliak bilik.Kêciwo...!!!!"
emot-train-118,"Lu harus tau rasanya sedeket itu sm orang gila takut bgt gua tuh... Trs temen gua ternyata denger dia bilang ""wah gede jg ya pahanya"" Yalord. Aing teh cm mau piknik naha ada geginian!!! Terus akhirnya w nelpon temen pake ngomong seakan akan dia bapak gua dan nyuruh jemput:(",Ko harus mêding asainê pa ok ngen tun gilo sabên nyên uku ba...terus kuwatku ternyato têmi uk si madêak “woi padêak kêlai balungnê” yaa. Uku ba Cuma lok piknik gêntai ade barêak yo!!! Trus akhirnê uku nelpon kuwat madêak seolah si tiak ku mluak dêmapêt: (
indolem-train-1613,Poros Muda Golkar: Pemerintah Australia Biadab http://dlvr.it/8fFx5Y,Poros Muda Golkar : Pemritêak Australia coa ade adat http://dlvr.it/8fFx5Y
emot-train-2001,"Eh tapi numbuhin brewok juga buat nyenengin diri sendiri sih, compliment dari sesama cowok bonus lah. Tapi ga dirawat dikit langsung tumbuh liar atau gatel banget","Eh tapi miaro bawuk kulo sêmnang awok dewek ba,nujai kuni sesamo smanêi bonus ba.tapi coa nrawat didik langsung timoa coa tau kle et atau gatêa nyên"
emot-train-3193,"ELING GA SIH NIH 3????!!!!!! BIASANYA SECEPAT KILAT, SKRG LAMBAT BGT INSTAGRAM GA KE REFRESH SAMA SEKALI TWITTER JUGA SAMA!!!!!!!!!!! GIMANA NIH? BOSEN NANYAIN NOMOR MULU TAPI UDAH 5 HARI SELAMBAT INI [USERNAME]","TINGêT COA SEH TêLAU????!!!!!! BIASONê AwêI GLêP,UYO CêNDOK NyêN INSTAGRAM COA NêREFRASH SAMO SKILAI TWITTER KULO SRAI!!!!!!!!!!!! AwêI Ipê DIO? JêMAU TêMNAI NOMOR TRUS TAPI BI LêMO BILAI KêCêNDOK YO [USERNAME]"
emot-train-1578,[USERNAME] Ohh begitu . Takut ada masalah soalnya.. takut didenda yg dikarenakan rasa ketidak tauan..hahahaha...satu lagi.. untuk pph cabang tetap dilapor dgn NPWP cabang ya.. kan hanya PPN yg dipusatkan.. benar kan ya pph nya tetap lapor dgn NPWP cab,[USERNAME] o barêak o. Sabên ade masalah soalnê.. sabên kêdêndo kerno coa namên..hahahaha...do igai..utuk pph cabang têp lapor ngen NPWP cabang au..kan Cuma PPN dê nak pusat gi..bênêa gi PPH nê têp lapor ngen NPWP cabang
emot-test-308,"[USERNAME] [USERNAME] Terima kaaih pak Kwik,, itu juga pemikiran sy secara pribadi, trm ksh sdh d'sampaikan pd forum. Dan bgitu jg hal'y dg yg d'sAmpaikn oleh ibu sarumpait.","[USERNAME] [USERNAME] Mokasiak pak Kwik,,do o kulo pemekeranku ca o pribadi,mokasiak sudo snapêi nak forum.i o kulo hal nê ngen dê snapêi ibu Sarumpaet."
emot-train-953,Lagi ngerasain bahagia yg sederhana bagi gw pribadi. Ngeliat orang2 di sekitar gw ikut ngerasain bahagia sama yang lagi gw jalanin dengan seseorang. Ga pernah sebahagia ini sih dan se good vibes ini ngejalaninnya. Thanks God.,Gidong mêding snang dêderhano bagiku pribadi.kêmliak tun dau nak klilingku uku milêm snang ngen dê gidong uku manêu bêduai.coa pernêak ksenang yo ba ngen ade gêtêa dê baik lêm hmanêu yo. Mokasiak Tuhan.
emot-train-2643,"Ini hanya hal persepsi dlm mendidik. Dan smoga sy bukan termasuk dlm ortu yang mendidik dg memukul anak di depan org banyak. Tak akan pernah, semoga.",Dio masalah tanggapan lêm dêmidik.Smugo uku coa temasuk lêm tun tuai dê dêmidik mokoa anok nak dênam tun dau. coa gi bakêa kumênêa.smugo.
indolem-train-1213,pelayanan airynya kurang...saat datang setingannya bukan setingan airy...masih settingan hotel biasa. .,Pelayanan Airy nê ku ang...pas têko setingannê iso si setingan Airy...gi masiak setingan hotel biaso
indolem-train-799,Hotelnya strategis. Kmr bersih. Tapi hotel perlu di renovasi krn dinding kmr kotor sekali. Tembok2 catnya uda ngelupas spt tak terawat,"Hotelnê strategis,bilik bersih,tapi hotel perlu nrenovasi kerno kêt bilik ngêi nyên,cet kêtnê bi têkêlupês waêi coa snido"
emot-train-10,[USERNAME] Gua kelas 1sd bawa hp karna buat hubungin mama. Tau tau dicolong temen. Gua diem aja bego emg. Bibi kantin ngabarin nyokap gua dan lgsg datang lah mama trs bapanya minta maaf. Eh beberapa hari kemudian anaknya pindah sklh. Ya,"[USERNAME] Uku klas satu SD min HP kerno utuk mubung mak,coa tê namên bi naling kuwat.uku diêm bae bodong nyên.mbêi kantin kmabar mak ku si langsung têko ba mak ngen bak nê minoi maap.eh kêdau bilai sudo o anoknê baliak skulah.au"
indolem-train-868,Hati2 Aa Raffi pulangnya met malam minggu bersama istri tercinta ? cc @RaffiAhmadLagi @Lady6igi,Têatêi bang Raffi beleknê slamat malêm mingau ngen prepuan dê cnito? cc @RaffiAhmadLagi @Lady6igi 
indolem-test-871,Poros Muda Golkar Kecam PM Australia - BeritaSatu http://dlvr.it/8fJlVh,Poros Muda Golkar ngeritik PM Australia - BeritaSatu http://dlvr.it/8fJlVh
indolem-train-3154,kurang bersih kamar mandinya... seprei dan selimutnya jg wrnanya sdh lusuh...,Ku ang bersih kamar mêndainê...seprai ngen slimutnê kulo warnonê bi pudêa...
indolem-train-1093,"Awal masuk kamar, TV ga bisa berfungsi dgn baik. trus minta pindah kamar yg tv nya ga ada masalah tapi kamar baru nya ga di prepare dgn baik... lantai masih terasa berpasir...aroma kamar kurang sedap dan amenities  dan snack nya ga ada. saat itu ga ada satu pun staff yg care akan hal itu. ada sinar matahari yg masuk begitu terik lewat jendela kecil.. ga ada horden atau lapisan kaca yg bisa me reduce sinar itu. cukup mengganggu. Akhir nya saya minta di kembalikan ke kamar awal dgn minta siaran tv segera di perbaiki. aroma kamar mandi juga kurang sedap di awal tapi klw sdh di pakai bau nya hilang. other than that ok. tempat yg nyaman tenang utk beristirahat , staff nya ramah2 dan ada pantry nya yg menyedia kan Coffee tea + minuman cereal secara gratis 24 jam.","Pertamo masuk bilik,TV coa cam idup.trus minoi baliak bilik dê tv nê coa de masalah tapi kamar blau nê si sêmyap ngen baik...kêa gi bênêi...mon bilik ku ang um pasilitas ngen kêkucêp coa si.waktau o coa ade dikup tun pegawai dê dulai ngen masalah o.ade sinêa matai bilai dê masuk kak kêmdan titk..coa ade hordeng jano tmutup kaco utuk kêmu ang sinêa dê masuk o.mgangau nyên.smudo nê uku minoi belek moi bilik dê pertamo trus minoi siaran tv nê baik.mon kamar mêndai kulo ku ang um tapi amên bi sudo nakêi monnê nyêp.luyên kuni o jijai ba.pnan dê nyaman tenang utuk istirahat,pagawainê rêramah ngen ade dopoa dê sêmdio kupo teh+minuman cereal gratis duai puluak pat jam."
emot-test-195,"Sebagai manusia aku bisa saja salah saat melihat manusia lain. Aku cuma sedang melihat diriku sendiri sebenernya. Jadi aku minta maaf ya shan, seperti yg biasa aku lakukan","jijai manusio uku nam bae salêak pas kêmliak manusio luyên.uku Cuma gidong kêmliak awok ku dewek sêbênêanê.jijai uku minoi maaf au shan,awêi biaso uku manêu"
indolem-train-983,Andai engkau tahu betapa ku mencinta . Selalu menjadikanmu isi dalam doaku ? Jodoh Pasti Bertemu by Afgan ? https://path.com/p/2NunPv,Amên ko namên uku kêmbiak cito ngan ko.slalu mpek ko jijai isai lêm du’o ku ? Jodoh Pasti Bertemu kuni Afgan ? https://path.com/p/2NunPv
emot-train-1951,"Udah ah makin ngelantur wkwk.. Pokoknya niatkan utk ga pake bulu mata palsu. Jgn khawatir bakal ada rintangan ini itu, yakin aja klo niat baik pasti Allah bantu. Smg segala niat dan langkah baik kita (termasuk ninggalin bulu mata palsu ini) Allah kasih ganjaran surga ya","Sudo bah tamêak adê2 bae wkwk..Pokonê niat ba utuk coa pakêi bulau matai palsu. Mêak khawatir bakêa adê kendala yo, yakin bae amên niat baik pasti Allah têmulung. Smugo sgalo niat ngen lakêak baik tê (têmasuk têmingêa bulau matai palsu yo) allah mlêi ganjaran surgo gi"
indolem-train-2896,[News] Politikus Golkar :  PDIP Marah Budi Gunawan Tak Jadi Dilantik http://bit.ly/1AZcbCw,[News] Politikus Golkar : PDIP Mêngiak Budi Gunawan Coa Jijai nêlantik http://bit.ly/1AZcbCw
indolem-train-2532,"Politisi Golkar Menduga Ada """"Deal"""" antara Jokowi dan PDIP Terkait Badrodin http://bit.ly/19OfeBw  #BeritaJambi"," Politisi Golkar Dmugo ade """"Spakat"""" antaro Jokowi ngen PDIP masalah Badrodin http://bit.ly/19OfeBw #BeritaJambi "
indolem-train-807,#Golkar #ARB Ricciardo sementara tercepat pada uji pramusim di Barcelona http://bit.ly/1vPkARi,#Golkar #ARB Ricciardo sementaro paling gacang nak uji pramusim nak Barcelona http://bit.ly/1vPkARi
emot-test-71,"karna kesiangan, lapar dan belum mandi. pagi ini ku memulai hari dengan menguji kemultitaskingan diri sendiri dengan memasak mie sekaligus mandi :) nyalain kompor, masukin telor + mie. lalu ku mandi~ beres mandi, mie pun beres.","Kerno gêlsung,nyemen ngen ati mêndai.pueng bilai yo uku muloi mujai kêpacoak awok dewek ngen kêmsok mie palang mêndai : ) midup skopor, nêpek tênoa + mie.trus uku mêndai~ sudo mêndai, mie kulo slêsêi.:) "
indolem-validation-351,"Kamar bau, tissu meja tidak ada, tissu toilet tidak ada, sprei kasurnya kotor. Permintaan khusus tamu tidak terpenuhi dan malah memberikan charge.","Bilik kêmon, tissu coa si, tissu wc coa, spai kasuanê ngêi. Kinoi khusus tamu coa si made trus si mêlêi rincian biayo."
indolem-validation-388,"Minus air panas, ac kurang dingin, tidak ada kran buat wudhu. But afterall its ok, suasananya nyaman tanpa ada suara kendaraan, dan tidak bising.","Ku ang biyoa panês, ac ku ang sêngok, coa ade kran utuk sudhu. Tapi kutênê baik, suasanonê nyaman coa ade suaro kendaraan, ngen coa ribut."
indolem-train-2895,"Selamat Hari membully di Tempat Sekolah , Kerja , Kuliah dll #HalaMadrid","Slamat Bilai ngimok nak skulah,Kerjo,Kuliah ngen dê luyênnê #HalaMadrid "
emot-test-372,"200 mubalig versi Menag,sdh ditatar.Bahan ceramah hrs sesuai dgn Menag.Lucu juga.Ceramah terkendali.Jika para mubalig menolak Menag mundur.Iya dong,kalo [USERNAME] punya harga diri. [URL]","Dua otos mubaligh versi Menag,bi tnatar.bahan ceramah harus sesuai ngen Menag.lucu kulo.Ceramah terkendali.Amên kutê mubaligh têmulok Menag monor.Au ba.amên [USERNAME] gi ade go dirai. [URL] "
emot-train-488,"Lintasan Waktu - Danilla (2017) Nci panutanq keliatan true colornya disini, tp gue suka banget. Kayaknya rada2 keinspirasi sama Mac DeMarco lagu2nya, dan emg enak banget. Ga heran kmrn jadi nominee ICA tp sayang saingannya album2 pop :) w suka Entah Ingin Kemana, Laguland, AAA [URL]","Lintasan Waktu - Danilla(2017)NCI dê tnotoa kten warno aslinê nak yo,uku snang nyên.awêinê agok dapêt inspirasi kuni Mac DeMarco lêgau2nê,memang padek nyên,coa heran lêbêak jijai pilihan ICA tapi sayang saingan nê album2 pop :) uku snang Entah Ingin Kemana, Laguland, AAA [URL] "
emot-test-223,"Inilah salah satu sebab kenapa aku mending nggak usah punya anak. Cuma suka anak kecil selama masih lucu aja. Ya tapi kalo dikasih makan, anak kecil pasti jadi anak besar kan ya...",Dio ba do alasan gêntai uku padek coa temuan anok.Cuma snang anok titik dê gi masiak lucu bae.au tapi amên nêlêi upan anok titik pati jijai lai gi...
indolem-train-3178,"Kebanyakan sekolah masa kini tidak mengukur intelektualitas, mereka hanya mengukur daya ingat.","Dau skulah uyo coa mukua elektabilitas,si Cuma mukua pêngingêt"
indolem-train-1894,"seprei banyak noda,AC tidak dingin,reception pagi sangat tidak sopan","Sprai dau ngêi,ac coa sêngok,resepsionis pueng coa nyên sopan"
indolem-train-1707,Tak Semestinya Kader PDIP Sudutkan Jokowi soal Calon Kapolri http://bit.ly/1ATih7p  #BeritaPresidenRI,Coa smestainê Kader PDIP smudut Jokowi masalah Calon Kapolri http://bit.ly/1ATih7p #BeritaPresidenRI
emot-train-3495,"[USERNAME] [USERNAME] apakah hari ini nasib cash back saya Rp 50.000,- akan pending seperti yang sudah sudah? Mohon informasi nya. [URL]","[USERNAME] [USERNAME] jano ba bilai yo nasib cash back saya Rp 50.000,- bakêa mondor igai awêi kannyo? Minoi informasinê. [URL]"
indolem-train-1021,"Hey kamu takdirku, dimana pun kamu berada baik baik dsna,? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/33DaI4","Hey ko takdirku,nak ipê bae ko pêpadek nak di,? ? Kamulah Takdirku kuni Raffi Ahmad & Nagita Slavina ? https://path.com/p/33DaI4 "
emot-train-2206,"Please help Gmn caranya leave wa grup yg isinya cuma 6 orang, tmn deket kampus ? Ga deket juga, Im faking it. They're so toxic dan niru segala yg kulakukan.","Tulung e awêi ipê ca o nê kêluwêa wa grup Cuma tun num,kuwaat pa ok kampus? Coa pa ok kulo,nêpalsu ku.Têbo o kêmbiak bacun ngen têmirau kutê dê uku mênêa."
indolem-train-1230,lumayan soh tp lantai agk kotor.trs gsk diksh handuk.pakirnya minim tempt.overall lumyan..,Bi jijai ba da tapi kêa agok ngêi.trus coa nêlêi anduk. parkirnê titk pnan. kutênê ijai ba..
emot-train-189,[USERNAME] Mungkin sampaikan kepada gubernur jakarta dulu supaya trotoar utk pejalan kaki dirapikan dulu bukan dijadikan tempat utk berdagang. Saya sering jalan kaki di sepanjang satrio tp pedestrian sungguh kurang nyaman.,[USERNAME] mungkin snapêi kileak ngen gubernur Jakarta supayo trotoar utuk panêu kekea nrapi kilêak isosi jênijai pnan utuk dagang.uku cet panêu kekea nak spanjang satrio tapi dê panêu kekea  kêmbiak ku ang nyaman.
emot-train-3284,habis manis sepah dibuang ngomongnya manis ujung-ujungnya cuma drama saja,Habis manis sepah di buang milingnê baik smudonê cuma drama bae
indolem-train-51,@rifai_rifaiplc: @PrincesSyahrini cetaarrr bget yg ini waw @Official_SYR @BarbieSyahrini @Pr1ncesSyahrini,@rifai_rifaiplc: @PrincesSyahrini gen padêak niên dê dio woi @Official_SYR @BarbieSyahrini @Pr1ncesSyahrini
emot-validation-262,"Jd ceritanya adekku pinjem buku paket ke mantan Kk kelas yg udh lulus nah gak sengaja nemuin kertas nyelip disalah satu halaman pas adekku baca bilang eh mb surat cinta, trs ku baca dgn bersuara","Jijai critonê asuakku minjem bukau ngen gês kakok klas dê bi lulus nah coa sngajo têmau kertas nyêlêpit nak do halaman pas asuakku mbaco madêak eh yuk su êt cito,trus uku mbaco lêlek"
indolem-train-2182,Channel tv ny kurang jernih dn kurang banyak,Chanel TV nê ku ang jêniak ngen ku ang dau
emot-train-1393,"Kita mencocokkan jadwal setelahnya. 'Besok ujian jam 2, minta soalnya ke mba yuyun ya' kata beliau. Alhamdulillah ya Allah leganya. Ndak perlu reschedule :') Saat sudah fix, kita keluar lalu salim tangan si bapak. Berterimakasih bangetlah ini.","Itê cêmocok jadwal sudo yo. ‘mên ujian jam duai, minoi soalnê ngen ayuk Yuyun gi’ nadêak nê. Alhamdulillah Ya Allah snangnê. Coa perlu mulang jadwal: ‘) waktau bi pasti, itê kêluwêa trus smalam tangên bapak. Mokasiak nyên die. "
emot-train-3307,[USERNAME] kepoin artis masa kini. wkwk. Alhamdulillah sehat. 2 sibuk ma anak. satu sibuk ma suami. satu sibuk mau nikah. rosa sibuk koreanan. Haha,[USERNAME] mêsoa kabar artis uyo.wkwk.Alhamdulillah sehat2 sibuk ngen anok.do sibuk ngen smaten.do sibuk lok nikêak.Rosa sibuk koreanan.haha
indolem-train-1913,pertama masuk sprei agak bau minyak angin..mungkin dari yg baru check out...tapi segera diganti setelah diberitau..oh iya..air panasnya ga gitu fungsi...tapi tempatnya tenang dan nyaman..thanks,"Pertamo masuk sprai agok mon minyo angin..mungkin kuni dê pêi kluwêa,,tapi sêgro gênitêi pas bi nadêak..oh au..biyoa panêsnê ku ang pungsi...tapi pnannê tenang ngen nyaman...mokasiak"
indolem-train-860,"Puaskan Pelanggan, HPM Luncurkan Honda Engine Oil Treatment -> http://goo.gl/BaUnNq","Nêa puês planggan,HPM Kêmluwêa Honda Engine Oil Treatment -> http://goo.gl/BaUnNq"
emot-train-682,Masa mudaku. Ingin belajar dan berkelana. Agar kelak kita menikah nanti. Tidak melulu tentang pekerjaan dan rumah tangga. Aku ingin mengajakmu berkelana juga. Ke tempat yang pernah aku singgahi. Kemudian kamu bilang dan memeluk. Terimakasih sayang.,Maso u aiku.lok blajêa ngen mratau.supayo itê nik êak sudo yo.coa si Cuma masalah kerjo ngen um êak tanggo.uku lok majok ko mratau kulo.moi pnan d ê p êrn êak uku magêa.sudo o ko madêak samo mgêp.mokasiak sayang.
emot-train-1764,"Waktu SD pernah dpt kesempatan seleksi untuk masuk tim kecamatan ke popda tingkat Kabupaten. Waktu ujicoba lawan kecamatan tetangga, saya cetak 2 gol, pertandingan berakhir 2-0. Saya ga lolos seleksi, yg lolos utk posisi striker anaknya guru","Waktau SD pernêak dapêt kesempatan seleksi utuk masuk tim kecamatan moi porda tikêt kabupaten.wktau nujai lawên kecamatan tetanggo, uku cêmitak duai gol, pertandingan sudo duai-kosong uku coa lulus seleksi, dê lulus utuk posisi striker anok gu au"
indolem-train-3020,Da jomblo mah gini nihhh :( ? Terima Kasih Cinta by Afgan (with Intan) ? https://path.com/p/28GZIL,Bi jomblo barêak yo ba  :( ? Terima Kasih Cinta kuni Afgan (ngen Intan) ? https://path.com/p/28GZIL
indolem-test-640,gitu aja terus sampe Syahrini jadi perempuan biasa RT @dedysatriono: endless conversation https://twitter.com/H_NinaJKT48/status/569033429062262784 ?,I o bae trus sapêi Syahrini jijai slawêi biaso RT @dedysatriono: endless conversation https://twitter.com/H_NinaJKT48/status/569033429062262784 ?
emot-train-2629,Wow ini kita foto kapan ya eonnie? Apa pas ultah sma 1 baradatu? Ditendanya... #dontforget #ya #eonnie #semangat,La dio foto têngên gi eonnie? Jano pas ualng taun SMA 1 Baradatu? Nak tendanê... #mbêaklupo #au #eonnie #smangat
indolem-validation-340,"kamar mandi kurang bersih, tidak ada fasilitas sabun dan shampoo dr airy nya.","Kamar mendai ku ang bersih, coa ade fasilitas sabun ngen shoampoo kuni Airynê."
emot-test-184,mau banget disposable cameranya karena emg dr dulu pengen punya aja tp blm smpt karena sayang duit,Lok nyên kamera dêbat makêi kreno memang kuni bêl o lok têmuan bae tapi ati spêt kerno sayang caci
emot-train-1827,Congratulation [USERNAME] semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung [USERNAME] Break a leg!!! [URL],Slamat [USERNAME] smugo nêlacêa ngen dapet kesempatan kêmliak tun dau nak panggung  [USERNAME] Smugo sukses!!! [URL] 
indolem-train-2813,Nangis senangis nangisnya org lg sedih grgr nntn my idiot brother.... ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/2B9v5T,Sêntakku ngindoi gennê gidong renyeng gêgara nonton sêpasuakku bodong.... ? Untukmu Aku Bertahan kuni Afgan ? https://path.com/p/2B9v5T
indolem-train-718,#Golkar #ARB Kunjungan wisatawan asing ke Bali meningkat http://bit.ly/18abNEB,#Golkar #ARB Kunjungan wisatawan asing moi Bali mênikêt http://bit.ly/18abNEB
emot-train-2087,Baru dengerin dengan seksama lagu nge hits di Tik tok. 'Aisyah jatuh cinta pada Jamila'? (Bener gitu?) Ets jan lupa *dua jari dua jari = empat jari,"Pêi têmiuk nyênyên lêgau dê gidong hit nak tiktok,’Aisyah cito ngen Jamila’? ( niên i o?) ets mêak coa tingêt * duai ji ai duai ji ai= pat ji ai"
indolem-train-1292,"kmr yg di berikan tdk sesuai sama pesanan di apk...pesanan double bet..malah di kasih singel...di komplen malah di kasih twin bet..katax yg double bet baru di bersihkan...pdhl pesanx 1 hari sebelumx..dan kmr mandi sempit,jorok kebangetan..pdhal hotel syariah.pihak hotel menduakan pesanan lewat aplikasi","Bilik dê nêlêi coa sesuoi ngen pesanan nak aplikasi...mêsên utuk bêduai  nêlêinê utuk su ang..nêkomplen nêlêinê duai pnan tidua..padêak nê dutuk bêduai pêi nêrsih...padahal mêsênnê dêbilai ayok yo..kamar mênai spit,gumok nyên..padahal hotel syariah.pihak hotel ku ang gle mêsên liwêt aplikasi"
indolem-validation-69,"Sahabat itu selama apapun lo minta ditungguin, dia bakal ngeluh tp dia gabakal pergi ninggalin lo.","Sahabat o kê an ipê ko minoi têmungau, si bakêa grunyam tapi si coa bakêa lalau têmingêa ko."
