id,text,label
indolem-train-2317,kamarnai dursun apalagi kamar maridi dursun inda tarawat.wifi inda bisa.inda rekomen,negative
indolem-train-3335,"bilukna porlu dope paiashon, bagak nariahai tingki marborngin bau timus sigaret, salobina panghobasion bagak",negative
indolem-train-1031,Karejoku i seru.. nangpe karejo i bagas ruangan kantor adm alai sering turun tu lapangan do. I LOVE MY? http://instagram.com/p/zXF1MZlzgX/,positive
indolem-validation-95,#TEAMFOLLOWBACK #TFB #alrasyid448ItuRasya Demokrat nilai kaputusan presiden malehen ? http://dlvr.it/8dTMlm ROH3 SmantiBatam #JFB #AutoFollow,positive
indolem-train-1257,AC na hurang nagali,negative
indolem-train-2234,paccur milas nai inda marfungsi,negative
indolem-train-3281,kamarna dang pas songon na digambar... ternyata di ruang na di toru ni tano.. sinyal dang adong.. parkir kehujan,negative
indolem-validation-71,"manonton re-run ni konser ngen hatinia afgan ngen bagas,..hebat kaaan....inda? (w/null,anggun rap 2 halak) ? https://path.com/p/1mNKA3",positive
indolem-train-2178,Holong rohaku ale dang di paloas.Pangidoan mu naeng ma nian sip au unang margaya. Unang sanga?? Songoni ? sian Syahrini ? https://path.com/p/1ilWT8,negative
indolem-train-3612,baru on ia pe kehe mago pas au giot mancubo untuk saling mangarti~,negative
indolem-train-1820,wifi na palsu. aek las na sega.,negative
indolem-test-537,"PENGANTAR TAMU HERA TE, TAMUNA DITINGGALHON, HATOP HIAN MARDALAN. DANG ADONG SENYUMNA inganan na balga, kasurna tabo, ias, AC na ngali, lemari dang adong hanger, bagas ni toilet dang adong shower gun tu mambilas dung sae bab, aek na mohop pe sege alai nunga bagak tu kualitas kamarna",negative
indolem-train-1694,"porroa mambaen Heboh, Syahrini mambaen Klip markonsep inda Jelas http://bit.ly/1AZ0rzK ",negative
indolem-test-85,Porlu->#okezonabaru: 5 Lakka lao manjaga HAPE na madabu tu Aek #gombarannasarupa http://okz.me/SmCt?,positive
indolem-train-3232,1) cara ta laho marsipanganon! on faktor natung marpangaru tu Asuransi ! Hatcit batuha jala typhus jojot tarjadi : rawat inap RS #FinClic,negative
indolem-train-1613,Poros Muda Golkar. Pamarenta ni Australia Biadab http://dlvr.it/8fFx5Y,negative
indolem-train-2343,Natua2 ni Mahasiswa UPI na di sarat Motor 30 Km: Namangulahon nai ikhon di hukum mate! http://tinyurl.com/mk4uqsk,negative
indolem-train-2567,?@JANJISUCI_TTV: itu @RaffiAhmadLagi mahua do tu pngkalan ojek pake kostum kelinci?? ? RAFFI JADI PEMAIN PENDUKUNG,negative
indolem-train-2092,"Dibugasan dang sarupa na di gombaran, mintop-mintop lampu podoman na,  di bilut paridian pe mintop-mintop lampu na. wipi na dang boi. jala podoman na pe ponjot",negative
indolem-train-900,sai i balos Tuhan ma sude na tarjadi.... ? Sadis sian Afgan ? https://path.com/p/3HuYI7,positive
indolem-train-3077,pangaladenan na roa.. diketerangan receptionist 24 jom..  alai dang boi masuk jam 12 an..  nomor na boi dihubungi langsung dang aktif,negative
indolem-test-728,"?@Tertua:Syuting video klip dipasar Glodok,Syahrini akkon totop Glamour http://bit.ly/1LoMzjM ?",negative
indolem-train-276,Godang bunga.... bunga... bunga... bungaa..( manjaha sehira syahrini ) #songonsyahrini http://instagram.com/p/zWRW1vooOn/,positive
indolem-validation-122,"WC na hurang ias, inganan sampah na rotap, parlengkapan laho maridi dang adong, malahan adong sabun batang bekas",negative
indolem-train-345,"Di negara Swiss,Hamu boi manewa mobil polisi palsu laho parkir di jolo jabu muna asa dao sian panangko.",positive
indolem-train-114,wah adong na muldop ngen twitter ku hahah???? olo da au lagi maradian marsiajar dah hehe ulang lupa mangan borngin da <2??,positive
indolem-train-2628,ac kamar hurang ngali,negative
indolem-validation-237,Syahrini Manantang KPK:   Klaim polisi dan KPK dang adong bukti hubungan na dohot Fransisca alias Feriyani. http://bit.ly/18aGn0T,negative
indolem-validation-252,Ina na paremenghu boi mambahen boruna gabe puna gugaan mangan dohot pangalaho sosial na roa. [Jurnal Communication Monograps],negative
indolem-train-2362,rakku bisa dimulai ngen fasilitas dikamar maridi soalna waktu i au manompati kamar na dipesan paccur aek milas inda marfungsi.,negative
indolem-train-1254,diboto ho? SOGOT SIKKOLA ? ahu nungga ndang sikkola alai dohot simpati tu hamuna sude ???,negative
indolem-train-783,hahaha kak gigi lawak RT@ns_lopers Gaya @lady6igi na lagi mamikirkon aa @RaffiAhmadlagi,positive
indolem-train-760,"Ujungna, Au mandopot siallangon hu muse a eka hehe.. Mandongani malam minggu manonton aa afgan ?  (with Eka) [pic] ? https://path.com/p/Xgcq3 ",positive
indolem-train-3415,"Suasana menak. Alai porlu di pature bilut paridianna, haiasanna hurang",negative
indolem-train-1324,"inganan na pas, pangaladenan na denggan, ac ngali, kamar na lumayan bidang alai hurang ias jala kamar mandina bau. sarapan na indahan goreng dohot tolor na digoreng dang adong roti tawar. Bangunan na hurang urus jala hira kolot",negative
indolem-train-2549,"Sabotul na  mambahen sonang do na tabereng on, ale hurang di paias ale pas ro au  pattar na naeng tu podoman i au hormuk hian. Molo di pature jala di paias i lobi sonang iba mambereng.Hurang do molo ni paiashon, aek ni bilut paridian pe dang mangolu.Anggiat nian di pature angka barang-barang i, mauliate",negative
indolem-test-99,"Onan #DilehonSuping  di kota na jonjong rap Mas Fuad Efendi tu kantor RZ ima tema na apoapo """" Unang mambiar marnipi""""",positive
indolem-train-1872,bilikna godang tagi...tai hurang ias hasurnai...rap kamar maridi bau....,negative
indolem-test-648,"#ROH3 #JFB #TFB #alrasyid448ItuRasya Tas Hermes 1,5 Miliar Dipangke? http://dlvr,it/8ffsppx #33 #SuaraRakyatItuMitos #ROH3SmantiBatam",negative
indolem-validation-73,Daftar motor Indonesia napaling Ekonomis #JktOtomotif http://ow.ly/JuEGe,positive
indolem-train-1426,"Inganan na menak sarupa songon kamar na di jabu, hahurangan na holan TV na dohot colokan ni arus na pa timbo hu",negative
indolem-train-2333,"ahu tarlambat haruar, sugarit na jam 12. ahu haruar jam 13.. barang-barang  hu nungga diparuar sian kamar. hurimpu paraturan sian hotel songon on tarlumobi dipaboahon parjolo,",negative
indolem-train-2683,"kamar luas,lungun,nyaman,kutci kamar maridi inda bisa,inda dapot panganon,rap tv 1 maido channel nai",negative
indolem-train-1169,Podoman na hurang bagak. tumagon ma bilut paridian i lam somal di paias. bilut paridian i do nung porlu di angka jolma na ro. di parhoaan muse paiashon salimut dohot anduk ,negative
indolem-test-439,Ndang dos tu foto. ndang adong meja dohot aek las,negative
indolem-train-2958,wifi na hurang  kancang malahan dang dapot. pintu ni lemari na pe nga magotap,negative
indolem-train-2997,"Adong hipos i kamar mandi, AC na hurang ngali, aek mohop dang galak tikki borngin",negative
indolem-train-1514,aek kran mamang wc na muap,negative
indolem-train-1602,bantal na bau,negative
indolem-train-3322,"molo binege ande on, sipata olo tarhirim rohaku ????  Lea hian ma by Afgan ? https://path.com/p/3JLxKD",negative
indolem-test-817,"balging hian. parkarejona dang lambok, tikki naeng check-in dang adong parkarejona",negative
indolem-train-2249,"ahu ndang mandapot perlengkapan maridi standart airy, songon: sabun, shampoo, pasta gigi, sisir rambut, & sikat gigi na disimpan dibagas dompet sian logo airy. ruangan na hu ingani hurang ias, godang rongit, bed civer adong rotak na bontar songon bokas sperma, jala bilut paridian na lante godang korak. Torus torang, hali on jut rohaku",negative
indolem-train-693,#Repost @melly_goeslaw ??? tarimo kasih da na borngini madung ro di 40 harianni umak ??#raffiahmad? http://instagram.com/p/zWM8zEusc2/,positive
indolem-train-237,"Dang mangallang endahan: Gula ni mudar sarupa; dao hian  haccit butuha, dang diabetes, Borat na pas, butong pe leleng http://bitly.com/1zJRgNQ",positive
indolem-train-1915,"#Barita: Asing, Boasa Menkumham Standar Ganda Mansahhon Pangurus PPP dohot Golkar? http://tinyurl.com/lagcrks",negative
indolem-train-1483,kamar na didapot dang apala ias,negative
indolem-test-407,kamar maridinai agak bau manyengat,negative
indolem-train-1562,"aek shower gelleng jala leleng las, wifi lambat",negative
indolem-validation-77,"ma pas mar6, mamangke koreo songon SMASH 2010, mamangke pahean nasarupa muse..wuihh, roha SB duarrr duarrr :v #SMASHatGFIdoljunior",positive
indolem-train-1206,haiason di tingkathon,negative
indolem-test-107,Demokrat manilai haputuson presidenangalean hapastion http://ift.tt/17ZrApC,positive
indolem-test-243,manabusi baju kantor mu na baru dengan promo diskon 20% di the executives http://ow.ly/JeDN5,positive
indolem-train-1746,kamarnai bau battal airy nai bau bahat rongit dikamar maridi adong lipan na panganonna bisa ma tai meja pupu dursun anggo giot mangan...hurang pegawai rakku...,negative
indolem-test-798,"Harga dahanon mur Mahal, Warga Batu Dibujuk Mangan gadung http://bitly.com/1DxTcge ",negative
indolem-test-758,"Na porlu si patureon i wifi na di lante 2 i, torus disconnect...gabe dang lomo roha molo marmeam Mobile Legends.",negative
indolem-train-1487,"ias, jala lambok  pakarangan na.  molo dapur nga boi di pature muse i dahh... asa gabe ias",negative
indolem-test-631,Kamarna hurang ias,negative
indolem-train-2029,"Kamar na menak, sayang na kamar mandi na bau",negative
indolem-validation-179,"fasilitas oke, alai spreina dang i gatti. adong Better na bungkusna hera i harat bagudung, 2 biji i pudini bantal.",negative
indolem-train-1435,"tabo do..bagak..alai biluk paridian bau hian, sampe ndang tahan bauna... mangido dipature dah boha ma sarana asa ndang bau",negative
indolem-train-358,PDIP  biasa sambing do molo dang dohot Jokowi di Pilkada sarampak  http://dlvr.it/8gC7Lb (HalloRiau),positive
indolem-train-2654,"room ias alai adong linen dorun, bekas adong spot, kamar mandi bau, adduk nga tikkina i gatti ala warna na bottar birong-birong, wifi maol(sinyal adong alai dang olo connect).",negative
indolem-test-667,"sarung bantal, sippre dohot salimutna dang be bontar...torus dindingna nungga bahat lumut..na asing nai, ok..",negative
indolem-train-115,servicena ok..pagawaina lambok..pemandanganna ok view ok..holan aek mohop lao maridi hurng mohop sipata dang  mohop..all in mantap ma.. lammu i padenggan muse..,positive
indolem-train-2692,toilet bossor. aek las ndang boi di pahe. saluhutna somal ondeng songon hotel na umum,negative
indolem-test-767,"kamar songon kos kos an , inda adong anduk , inda adong hot water parkir motor soppit",negative
indolem-train-3545,"seprai kasur dohot battal na dang digantti, bau hian ma, bilut paridian dang di pature",negative
indolem-train-2995,"mangaku inda itanda,tai syahrini foto rap Feri yani lim http://goo.gl/fb/c7374k",negative
indolem-train-521,oi hassian? ? Kamu Yang Ku Tunggu ( Dohot Afgan) sian Rossa ? https://path.com/p/24g8Eh,positive
indolem-test-950,"#blog: Disura Alan Hinorhon MIRAS, Mobil Masuk tu Saluran Ak http:/bit.ly/1ziDkwi",negative
indolem-validation-146,parjolo masuk tu kamar mamintor naeng refund rasana.. kamar mandi na martasik. aek na bou tosik.. wc na pe martasik. Dipan na marorbuk dohot adong sisa sisani siallangon. staf na pe dang profesional hera panjaga kosan. Dang olo tu son be au. dang sesuai hian songan gbrna.  hiks...  holan satongkin do dison hurang lebih 8 jam alana penerbangan borngin hian.,negative
indolem-train-685,"kamar ias,service oke,tu manginap sattak nyaman,tu 1 halak tardokkon cukup murah sasuai rap budget.hanya saja channel tv na hurang marvariasi,kebanyakan channel tayangan islami.",positive
indolem-train-1908,#News Sikkola dang diboto. Dana UPS Milliaran Rupiah akkal ni Dewan do i http://dlvr.it/8mTxI3 #Assadiqulhaq,negative
indolem-train-1629,"Bilik paridian songon na dorun, kondisi biluk nungga matua, sarapan hurang marvariasi, aek las ndang adong, kloset dorun",negative
indolem-train-591,PDIP di urupi do Jokowi lao pasaehon  na di kirim PRT na tu Luar Negeri  http://republika.co.id/r/nkela1,positive
indolem-validation-220,"Tumagon ma lao... setorus adong, ale haroro na dang hea di anggp!:)",negative
indolem-train-122,"Yakin adaboru mu setia, cubo dison pepse padonok @RaffiAhmadLagi @Lady6igi * Raffi ahmad gantengna berlebihan ",positive
indolem-train-2421,"fasilitas aek giot maridi saotik kaluarna,inda adong televisi sanga televisi inda bisa digunahon (mate),inda adong tissue.",negative
indolem-test-755,"dursun....siperei bahat nodana....anduk juo,tarligin kamar jarang di paias ...resepsion sada maido...jadi leleng anggo mangido peralatan maridi...lante dursun...",negative
indolem-train-2227,Inganan na denggan jala pangaladen na pe hurang denggan  holan na mulak balik ma mangido barang2  paridian... anduk... ipe holan di lean siinumon sagalas,negative
indolem-train-581,"nyaman,pelayanan pade,ias,imaido adong beberapa fasilitas na hurang tarawat songon kotak panganon na sego.salobihna deges,porroa tusi buse.",positive
indolem-train-2788,Kubu Ical Nilai Mahkamah Partai Golkar Sekarang Inkonsisten http://nasional.sindonews.com/read/968761/12/kubu-ical-nilai-mahkamah-partai-golkar-sekarang-inkonsisten-1424838979 ?,negative
indolem-train-1044,"#saonari Charles Honoris naeng  marusaha lao paluahon agama http://bit.ly/1KwfyTv  #baritanapardudi na  godang mamboto , ? http://dlvr.it/8fqbbh",positive
indolem-test-145,"Dung i gigi sanga manghatai nanget huhut suping """"ima ibana..""""Aa..radoti hasehatan daa, sudenholong tu aa:* @RaffiAhmadLagi",positive
indolem-train-184,ala ni ho ahu martahan di Bagasan hagolapob pe dang hu tadinghon ho Homa Dongan? ? Untukmu Aku Bertahan ende sian si Afgan ? https://path.com/p/3dkpL9,positive
indolem-train-1795,dang adong snack di ariy room na,negative
indolem-train-2986,"20.15: RT @reeta_dewi: Dipangido asa manat exit Tol Meruya 2, dompak Joglo adong jolma gait mangalempar batu tu mobil",negative
indolem-validation-21,Desain gombar mobil sport keren - Cars Black Lamborghini Murcielago LP640 http://goo.gl/ZtV6Op,positive
indolem-train-1623,"siperei dursun marnoda songon naso digotti,dilaci bahat puttung ni sigaret,inda adong sajadah",negative
indolem-train-863,"Soba ma bahen pot suan-suanan di jonok meja kantor. Ndang holan pabagakhon ruangan, alai puna laba na asing dah!",positive
indolem-test-434,"lokasi hotel strategis, alai mangido ditingkathon tu haiason bilut",negative
indolem-train-1437,"Tikki Check in sappe gatti kamar 2 hali (Lante Dorun, Sprei Buruk & Bokkas Merah, Sorbuk i Meja Tobal, Saluran Aek maccat). Dang adong Properti Airy i kamar (Bantal Biru). Porlu i review muse kerjasama Airy dohot Hotel on. Parjolo jala parpudi marborngin dison.",negative
indolem-validation-53,"..3) Sebelum manandatangani kontrak karejo,pastihon ho memang halak na teliti songon na didokkon mu, anggo ho ra sukses di kantor tersebut#IstilahLoker",positive
indolem-train-2578,"#PDIPargabus RT """"@TubasMediaCom: PDIP Dang dope Siap  Marhuaso? - http://tubas.in/1AttvMr",negative
indolem-train-1724,"rittik,pengemudi on malah 'selfie'dung martumbur motor http://dlvr.it/8Is8jm",negative
indolem-test-921,Kabar Kader PDIP Dukung Interpelasi Dinilai Rugihon Partai - http://SINDOnews.com http://ift.tt/1Eg3aVb,negative
indolem-test-72,"molo sasahalak naeng lao sian ho, loas ibana lao, unang mamaksa ibana lao mian, tingki rohana ndang be raphon ho.",positive
indolem-train-372,di Beijing adong sikkolah khusus marburu bawa margoar Moral Education Center for Women Scholol # PramborsInfo,positive
indolem-train-3463,pintu kamar mandi na dang boi dikunci. acnya dang ngali. adong ipos na,negative
indolem-train-116,Mangan gratis...#kondangan (with indrie  at Gedung Golkar Kota Bandung) ? https://path.com/p/3RnrEF,positive
indolem-train-284,"Djarot Nilai Megawati leng adong Daya Tarik: INILAHCOM, Jakarta - Ketua Umum (Ketum) PDIP, Megawati Soekarnop... http://bit.ly/1LnbPVU ",positive
indolem-train-1779,"marun Sabulan Politisi PDIP Kota Cirebon, Djarot Adi Sutarto Maninggal Dunia http://ow.ly/JqfJb #wewaracrb",negative
indolem-train-2002,"bilik paridian songon na dorun jala bau got, panghobasion karyawan hotel bagak, inganan parkir hurang bidang",negative
indolem-test-669,"RT @ahmaad_03: Motor Dinas oppot""""Ngangkot"""", Wako Padang manaek Ojek |PASBERITA - http://www.pasberita.com/2015/02/mobil-dinas-mendadak-ngangkot-wako.html?m=1 ? ",negative
indolem-train-3547,ac na inda ngali baru inda adong tissuna rap laundryna kebetulan troble jadi andukna 1 maido dapot,negative
indolem-train-3183,#Openfollow PDIP Geram Budi Gunawan dang  jadi di lantik http://bit.ly/18aXzTX #Teamfollowback,negative
indolem-test-248,Perpusda Sleman mangulahon pangajarion tu angka sikkola http://republika.co.id/r/nkgxdg,positive
indolem-test-377,"fasilitas na adong dos tu arga, agiape AC na hurang ngali..",negative
indolem-train-2115,"anggo inda ditanda,asi syahrini bisa foto ral feriyani lim?: aisyahrini anggi sekaligus manejer syahrini ? http://dl.vr.it/8fwDw2",negative
indolem-train-3217,"nyaman,rap donok tu pusat kota.cuma aek milasna amana milas.",negative
indolem-train-2607,"goarku hodijah,inda movie inda model inda dangdut inda raisa96 inda raisa90 inda agnezmonica inda ayutingting inda syahrini inda yoona",negative
indolem-train-1916,1. Sian podoman  aek  na  na mumbang di  di pattar   podoman i gabe godang ma aek  jala ikkon di pel ma molo naeng maridi 2. Hea do marborngin dison  wipi na pe bagak do   ale manang boha dpe nga di protes  parkarejo na  ale sarupa do tong nian 3. adong 1 panjaga  lao mangido  hepeng parkir hurang pas ma hurasa.,negative
indolem-train-346,Ungkus ni parpum ni hallet niba mambahen malungun hian. Lomo roha lohot di baju manang na di jaket niba. naeng songoni iba torus. :) {},positive
indolem-train-3096,"masuk tu gang na kotor, rotap, kamar na sompit, kamar mandina rotap, AC na leleng hian sa ngali, tung mansai jimput iba, dang songon na dipataridahon di foto.",negative
indolem-train-816,"Si Sari ..si Syahrini..na tante..na cetar..na gintal..na reunceum..na riweuh.. na nyebelin.. alai, holong do ahu? http://instagram.com/p/zWguf3LVOx/",positive
indolem-test-575,"salimutna hurang ganjang dohot hurang bidang tu 2 halak, gambar di tv pe dang bagak, gabe dang boi manonton, inganan ni sampah nungga huparuar  tu jolo ni kamar laho dibolonghon  na martugas, alai sahat tu borngin on au diikamar, sampah na pe dang gira di bolonghon, nasomalna molo di inganan na asing di paiasdo jala aek na pe dipature, ujungna gabe rotap di jolo ni kamar huhut guntur",negative
indolem-train-1447,"di california,binatang natola kawin secara publik dalam jarak 500 meter ngen lopo,sikola rap tempat ibadah.",negative
indolem-train-91,Bidang adaboru Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://goo.gl/fb/hmuL3U,positive
indolem-train-2293,"salimut songon na kotor, hot shower mate/sega, fasilitasa kamar mandi nunga dang denggan, pipa toru wastafel botcor",negative
indolem-train-1699,Denggan alai showerna mate Gabe maol tikki maridi. Dang adong aek panas,negative
indolem-train-2010,Kamar inda sasuai rap gambar...hurang ias hasurna inda dayuk...,negative
indolem-train-630,"Jolma na lao manadikkon ho sadarion, dilului do ho annon .:)",positive
indolem-train-2068,"Kamar dang sarupa tu gombar na di foto tumg gelleng, ACna botcor, kamarna pe adong pispisan ni aek jala botcor kamar mandina gelleng jala golap dohot dang adong kellap ni pat, Tung mangecewahon.",negative
indolem-train-1961,Dibotohi do nak aha na jahat&jongkir? Sahat tu son hasit na i? Molo huting na lao nga i dang mulak dang adong pesanna ???,negative
indolem-train-3262,kamar ias.cuma biasana dapot snack tai asi on inda adong ...inda adong lift jadi lumayan ma manaek turun lante 3 pake tangga,negative
indolem-train-1529,"Calon Pimpinan KPK Usulhon SBY Dijua, Demokrat Protes Jokowi - Serambi Indonesia http://bit.ly/1AJFicM #Indonesia",negative
indolem-train-1784,"MPO doma kan"""" @VIVAnews: @VIVA_log: Tas Hermes Rp1,5 Miliar Di pake Belanja Sayur oleh Syahrini http://dlvr.it/8fs9jm ",negative
indolem-train-1891,Seharusna libur sonon mb gigi/Aa Raffi manyempatkan waktu manyapa hita di sosmed abope  1 foto maido sanga  sakedar hallo cc @Lady6igi @RaffiAhmadLagi,negative
indolem-validation-344,"Tempat tidur na kotor dohot godang debu, Water warmna dang marfungsi. Lokasi na so strategus jala lomlom dohot",negative
indolem-train-3414,"margandak? pandokkon nia tes kesetiaan| tunangan? tes baju pengantin| marbagas: tes kehamilan jomblo:tes kontak,moof BC. #kehemarbagas :D",negative
indolem-validation-281,[News] Politikus Golkar : PDIP Mangamuk Budi Gunawan inda Jadi Dilantik http://bit.ly/1AZcbCw,negative
indolem-test-811,"Saluhutna nungga denggan, alai di bilut 219 bilut paridian bau hurang tabo",negative
indolem-validation-127,Hea manghilalal hurang menak. resepsionist sering hian manuttuki kamar.,negative
indolem-test-413,"nyaman,tai sayang aek milas inda marfungsi",negative
indolem-train-96,Tips Sehat Mangllang Fast Food Pakke Cara Sehat. #JktHealth http://ow.ly/JIoiA,positive
indolem-train-1024,#News Charles Honoris Puji Penolakan Kantor Hamas di Jakarta http://bit.ly/1Aurgbr Rekam Jejak Chelsea rap Tot... http://bit.ly/1E3A9vh,positive
indolem-train-3148,#Golkar #ARB DSAR mandapot dua korban na bonom ida di http://bit.ly/18a2SDc,negative
indolem-validation-270,"denggan, suasana na tabo, pas muse, holan wifi nama nahurang lancar dohot flush aek ni kamar mandina dang adong.",negative
indolem-train-596,Amber f(x) manikmati mangan borngin dohot sang ayak rap marbagi arti musi baginia #koreanindo http://wp.me/peB2r-10Nv,positive
indolem-train-725,"sude fasilitas sasuai,wifi sajo maido na hurang deges,nyaman,ias,rap inda ribet pokotna oke ma",positive
indolem-train-2927,"molo dang mamake pahean ruang angkasa, mudar ni sahalak astronot boi gurak. [NatGeo]",negative
indolem-train-3505,Ias jala lambok...  nga dua borngin au  manginap.  Na holan siallangon dohot siinumon do di parade  di ari parjolo  masuk? Hape kan arga na sarupa do. Hupangido si inumon digararon dope. Hurippu do dapot tiap ari songon panginapan na  asing.,negative
indolem-test-455,"Lumuayan dos tu argana, holan biluk paridian do bau.. minusna ndang adong aek siinumon diparade di biluk.",negative
indolem-train-2031,"Snack dang adong, dibanding dohot airy di jogya na torus ready. aha ma hurang na molo sprei dohot bed cover warna bottar, DANG mamakke warna coklat.",negative
indolem-train-941,"baju dengan bahan kain katun marwarna biru,sattak pade giot malindungi kulit ngen sinar UV.",positive
indolem-train-2202,"hati adaboru i songon hayu,anggo hayu murleleng mur dayuk,anggo hati adaboru mur leleng disia-siaon mur ia kehe giot maninggalkon.",negative
indolem-train-1783,"soppit,inda pala ias.......",negative
indolem-train-3587,aek hangat na anggo kotu sajo bisa do...anggo manyogot giot maridi inda bisa hangat,negative
indolem-train-2780,"leng napedo bisa move on dung KONSER DARI HATI AFGAN naborngini, sada lagu favorite ku, harana heartbreaker? https://instagram.com/p/zqcQhRiGvK/",negative
indolem-train-30,"Boru-boru'''' Tardungo si manogot - mata dang medep - fokus mangalului hp - mamereng socmed, sms, bbm, dohot na asing na - harop adong hata na lambok sian jolma na nihaholongan ",positive
indolem-validation-65,Sok sok romantis olo kan. Nontona afgan ? Demi Kamu dan Aku ngen Afgan ? https://path.com/p/FfRlM,positive
indolem-train-2924,"kamar 310 pintu kamar mandina dang boi di kunci, shower na sega, dang adong kellap, dohot lampu ni kamar na dang torang",negative
indolem-train-167,Na um denggan laho. Na um denggan ro. Tenang dongan.,positive
indolem-train-477,"Lokasina denggan hian, breakfast dang godang pilihan alai rasana tabo dope. Kamarna cukup labbas, alai holan WIFI na dang i pakke i kamar, Holan i restoran. Kolam renang gelleng hian, bangunan nga porlu i renovasi alai cukup ias.",positive
indolem-train-1399,"PDIP Muruk BG Batal Dilantik, Manuver aha na naeng Dilancarhon? http://dlvr.it/8g4XLf ",negative
indolem-test-903,"(-) tempatna hurang ias.tipe-tipe panginapan na leleng .au sandiri toeus torang tar horor.inda soppat mangan harana baru ro jom 7,padahal giot kehe,(+)pegawaina cukup ramah",negative
indolem-test-78,lumayan murah harana dapot diskon....ias nyaman privat kakurangan inda adong aek milas.....resoran hurang ....sudena okema....,positive
indolem-train-1622,"lobi ditingkatkon buse tu pelayananna,sukses torussss",negative
indolem-train-2911,"Ponjot ulaon, Syahrini Ndang Dope Dipareso Bareskrim Tarsingot Kasus Samad http://tinyurl.com/ktg2eu",negative
indolem-train-3046,Pelayanan na hurang tama... Pegawai na hurang tama tu tamu.,negative
indolem-train-2522,"hotol na dang ias ....godang rongit...karyawanna ribut, lokasi na maol dilului, dang husaranton manginap dison....nunga i adong razia muse...pdhl lg tabo2modom....jadi tu hamu dang husaranton....",negative
indolem-train-3578,"13.43: Motor parkir di toruni tanda pangoraan ni parkir, mambahen Bandung angkian macet. via @Arieeffff ",negative
indolem-test-102,"ligin on ditrans 7 diendehon langsung oleh afgan,langsung tangis mata.naubto na madabu? ? sadih ngen Afgan ? https://path.com/p/3COurg",positive
indolem-train-514,au suka video @YouTube http://youtu.be/xKcW3LfBi_A?a Afgan - Betapa Aku Cinta Padamu (Lyric),positive
indolem-train-1109,Bilutna pa sederhana hu. Mangan sarapan manogotna ndang tabo. Panghobasion hurang. Inganan mangan hurang tabo.,negative
indolem-test-60,"malungun i """"mangido:pasuo"""".holas i""""""mangido:ulang donok-donok tu halak nalain"""". holong i""""mangido:ulang kehe"""".holong roa i""""mangido:akkon setia"""".",positive
indolem-train-251,"molo pelayanan dohot kenyamanan oke, alai lante di kamar ma agak dorun saotik hera na so i pel",positive
indolem-validation-279,"asiroha! on luat naparuar hon boras naumbalga di indonesia, jolmana mangallang indahan na basi",negative
indolem-train-2074,aek asin.....kamar dursun...wc dursun...,negative
indolem-train-1640,"kamar lumayan lambas, kamar mandi molo boi dilengkapi blower udara, jaringan wifi dang boi connect..",negative
indolem-train-1621,kamarna inda sasuai ac na adong tai inda taraso ngali sampe milasan,negative
indolem-train-1218,"podoman jomuk, kasur na pe denggan do, ale paridian na do na songik",negative
indolem-train-1297,"Kamar superior double na dang sesuai gabbar, hot showerna pe dang adong. Tks",negative
indolem-train-1636,abis manonton my idiot brother suara latar na on tangis tangis?? ? untuk mu aku bertahan ngen Afgan ? https://path.com/p/22F2RF,negative
indolem-train-3333,mangecewakan hian.. kami dang jadi marborngin disan.. alana tikki naeng check in panjaga na dang adong.. nga lelen mamette hampir 2 jom dang adong hajelasan.. dung i coba hami manghubungi marulang-ulang baru i tanggapi.. kami dapot nomot kamar lewat telepon jala mambuat kuncu sandiri i pudini pintu.. dung ami buka kamar dang layak pakke,negative
indolem-validation-209,"tuson,palayanan nai inda ramah,bilik milas,Ac inda ngali,bilik dursun,inda adong panganonnai.",negative
indolem-train-3580,"AC boccor, wastapel pe sega, podoman hurang ias",negative
indolem-train-1646,deges kamar agak lembab kamar maridi saotik hurang tarawat adong injil dibagasan nai tu na muslim ulang tarsonggot mangan insha Allah halal,negative
indolem-train-460,"paso manangisi ibana na naung lao, alana i holan mararti molo ho salangka nai nama manjonohi tu halak na pas.",positive
indolem-train-386,#Golkar #ARB lomo ni panumpang do molo nungga parpudi pesawat http://bit.ly/185XnW0,positive
indolem-test-872,Dung on boi gabe jolma na laho shopping pahe abit na birong di SOGO pe naeng hona takkup ? @AdamAdli #KitaLawan,negative
indolem-validation-345,"haiasonna hurang, pas masuk godang binatang, sumurung di bilut maridi. dungi tempat sampah adong 2 dang i paias, tissue bilut maridi pe dorun dang digatti dope.",negative
indolem-train-873,Novita Dewi marlas ni roha nampunan suami na Musisi http://goo.gl/fb/3sgdCI http://goo.gl/VUXs9j,positive
indolem-train-3196,"Margulut abit baru, Sada Halak Amang Tega Mamunu Anakkonna http://republika.co.id/r/nk5vml ",negative
indolem-train-3377,"assalamualaikum wr wb rumang na dijolo rotap hian, pangaladenionna hurang lambok, ac na hurang ngali",negative
indolem-train-192,"Hadaulaton hu ima tikki ho laho, jala ahu tong dope paimahon ho mulak muse. :')",positive
indolem-test-905,"shower na sala warna na ngali gabe na las, na las gabe nangali",negative
